source,target,messageid,messagedt,weekday,,time,recepttype,subject
2228,1454,136479,37158.32016,37158.32016,39,80,to,FW: Congressman Grucci - CONFIDENTIAL REQUEST
2228,817,136479,37158.32016,37158.32016,39,80,cc,FW: Congressman Grucci - CONFIDENTIAL REQUEST
1482,817,218964,37159.39244,37159.39244,39,80,to,EPSA/EEI on Reliability
1482,347,218964,37159.39244,37159.39244,39,80,to,EPSA/EEI on Reliability
1482,1516,218964,37159.39244,37159.39244,39,80,to,EPSA/EEI on Reliability
1482,818,218964,37159.39244,37159.39244,39,80,cc,EPSA/EEI on Reliability
1482,33830,218964,37159.39244,37159.39244,39,80,cc,EPSA/EEI on Reliability
1482,813,218964,37159.39244,37159.39244,39,80,cc,EPSA/EEI on Reliability
1482,1516,136396,37160.23319,37160.23319,39,80,to,RE: EPSA/EEI on Reliability
1482,817,136396,37160.23319,37160.23319,39,80,to,RE: EPSA/EEI on Reliability
1482,347,136396,37160.23319,37160.23319,39,80,to,RE: EPSA/EEI on Reliability
1482,818,136396,37160.23319,37160.23319,39,80,cc,RE: EPSA/EEI on Reliability
1482,33830,136396,37160.23319,37160.23319,39,80,cc,RE: EPSA/EEI on Reliability
1482,813,136396,37160.23319,37160.23319,39,80,cc,RE: EPSA/EEI on Reliability
36,800,128854,37160.62963,37160.62963,39,80,to,RE: Western Wholesale Activities - Gas & Power Conf. Call Privileged & Confidential Communication Attorney-Client Communication and Attorney Work Product Privileges Asserted
36,66,128854,37160.62963,37160.62963,39,80,to,RE: Western Wholesale Activities - Gas & Power Conf. Call Privileged & Confidential Communication Attorney-Client Communication and Attorney Work Product Privileges Asserted
36,801,128854,37160.62963,37160.62963,39,80,to,RE: Western Wholesale Activities - Gas & Power Conf. Call Privileged & Confidential Communication Attorney-Client Communication and Attorney Work Product Privileges Asserted
36,1479,128854,37160.62963,37160.62963,39,80,to,RE: Western Wholesale Activities - Gas & Power Conf. Call Privileged & Confidential Communication Attorney-Client Communication and Attorney Work Product Privileges Asserted
36,1478,128854,37160.62963,37160.62963,39,80,to,RE: Western Wholesale Activities - Gas & Power Conf. Call Privileged & Confidential Communication Attorney-Client Communication and Attorney Work Product Privileges Asserted
36,1485,128854,37160.62963,37160.62963,39,80,to,RE: Western Wholesale Activities - Gas & Power Conf. Call Privileged & Confidential Communication Attorney-Client Communication and Attorney Work Product Privileges Asserted
36,253,128854,37160.62963,37160.62963,39,80,to,RE: Western Wholesale Activities - Gas & Power Conf. Call Privileged & Confidential Communication Attorney-Client Communication and Attorney Work Product Privileges Asserted
36,812,128854,37160.62963,37160.62963,39,80,to,RE: Western Wholesale Activities - Gas & Power Conf. Call Privileged & Confidential Communication Attorney-Client Communication and Attorney Work Product Privileges Asserted
36,347,128854,37160.62963,37160.62963,39,80,to,RE: Western Wholesale Activities - Gas & Power Conf. Call Privileged & Confidential Communication Attorney-Client Communication and Attorney Work Product Privileges Asserted
36,2213,128854,37160.62963,37160.62963,39,80,to,RE: Western Wholesale Activities - Gas & Power Conf. Call Privileged & Confidential Communication Attorney-Client Communication and Attorney Work Product Privileges Asserted
36,67,128854,37160.62963,37160.62963,39,80,to,RE: Western Wholesale Activities - Gas & Power Conf. Call Privileged & Confidential Communication Attorney-Client Communication and Attorney Work Product Privileges Asserted
36,782,128854,37160.62963,37160.62963,39,80,to,RE: Western Wholesale Activities - Gas & Power Conf. Call Privileged & Confidential Communication Attorney-Client Communication and Attorney Work Product Privileges Asserted
36,1178,128854,37160.62963,37160.62963,39,80,to,RE: Western Wholesale Activities - Gas & Power Conf. Call Privileged & Confidential Communication Attorney-Client Communication and Attorney Work Product Privileges Asserted
36,717,128854,37160.62963,37160.62963,39,80,to,RE: Western Wholesale Activities - Gas & Power Conf. Call Privileged & Confidential Communication Attorney-Client Communication and Attorney Work Product Privileges Asserted
36,765,128854,37160.62963,37160.62963,39,80,to,RE: Western Wholesale Activities - Gas & Power Conf. Call Privileged & Confidential Communication Attorney-Client Communication and Attorney Work Product Privileges Asserted
36,813,128854,37160.62963,37160.62963,39,80,to,RE: Western Wholesale Activities - Gas & Power Conf. Call Privileged & Confidential Communication Attorney-Client Communication and Attorney Work Product Privileges Asserted
36,803,128854,37160.62963,37160.62963,39,80,to,RE: Western Wholesale Activities - Gas & Power Conf. Call Privileged & Confidential Communication Attorney-Client Communication and Attorney Work Product Privileges Asserted
36,44,128854,37160.62963,37160.62963,39,80,to,RE: Western Wholesale Activities - Gas & Power Conf. Call Privileged & Confidential Communication Attorney-Client Communication and Attorney Work Product Privileges Asserted
36,819,128854,37160.62963,37160.62963,39,80,to,RE: Western Wholesale Activities - Gas & Power Conf. Call Privileged & Confidential Communication Attorney-Client Communication and Attorney Work Product Privileges Asserted
1482,1454,136398,37161.25515,37161.25515,39,80,to,Barton Talking Points
1482,817,136398,37161.25515,37161.25515,39,80,to,Barton Talking Points
1482,818,136398,37161.25515,37161.25515,39,80,cc,Barton Talking Points
1482,813,136398,37161.25515,37161.25515,39,80,cc,Barton Talking Points
1482,33830,136398,37161.25515,37161.25515,39,80,cc,Barton Talking Points
63676,63677,162838,37161.62111,37161.62111,39,80,to,HOOVER INSTITUTION NEWS ADVISORY: Conference on the California Electricity Problem
1482,2385,218963,37162.50775,37162.50775,39,80,to,RE: NERC Statements on Impact of Security Threats on RTOs
1482,1517,218963,37162.50775,37162.50775,39,80,to,RE: NERC Statements on Impact of Security Threats on RTOs
1482,817,218963,37162.50775,37162.50775,39,80,to,RE: NERC Statements on Impact of Security Threats on RTOs
1482,966,218963,37162.50775,37162.50775,39,80,to,RE: NERC Statements on Impact of Security Threats on RTOs
1482,812,218963,37162.50775,37162.50775,39,80,to,RE: NERC Statements on Impact of Security Threats on RTOs
1482,347,218963,37162.50775,37162.50775,39,80,to,RE: NERC Statements on Impact of Security Threats on RTOs
1482,818,218963,37162.50775,37162.50775,39,80,to,RE: NERC Statements on Impact of Security Threats on RTOs
1482,1516,218963,37162.50775,37162.50775,39,80,to,RE: NERC Statements on Impact of Security Threats on RTOs
1482,813,218963,37162.50775,37162.50775,39,80,to,RE: NERC Statements on Impact of Security Threats on RTOs
1482,1485,218963,37162.50775,37162.50775,39,80,to,RE: NERC Statements on Impact of Security Threats on RTOs
1482,800,218963,37162.50775,37162.50775,39,80,to,RE: NERC Statements on Impact of Security Threats on RTOs
1482,2035,218963,37162.50775,37162.50775,39,80,to,RE: NERC Statements on Impact of Security Threats on RTOs
1482,2036,218963,37162.50775,37162.50775,39,80,to,RE: NERC Statements on Impact of Security Threats on RTOs
1482,66,218963,37162.50775,37162.50775,39,80,to,RE: NERC Statements on Impact of Security Threats on RTOs
1482,36,218963,37162.50775,37162.50775,39,80,to,RE: NERC Statements on Impact of Security Threats on RTOs
1482,67,218963,37162.50775,37162.50775,39,80,to,RE: NERC Statements on Impact of Security Threats on RTOs
1482,2311,218963,37162.50775,37162.50775,39,80,to,RE: NERC Statements on Impact of Security Threats on RTOs
1482,2248,218963,37162.50775,37162.50775,39,80,to,RE: NERC Statements on Impact of Security Threats on RTOs
1482,2239,218963,37162.50775,37162.50775,39,80,to,RE: NERC Statements on Impact of Security Threats on RTOs
1482,2039,218963,37162.50775,37162.50775,39,80,to,RE: NERC Statements on Impact of Security Threats on RTOs
1482,2259,218963,37162.50775,37162.50775,39,80,to,RE: NERC Statements on Impact of Security Threats on RTOs
1482,2310,218963,37162.50775,37162.50775,39,80,to,RE: NERC Statements on Impact of Security Threats on RTOs
