source,target,messageid,messagedt,weekday,,time,recepttype,subject
28559,12168,201643,37102.38253,37102.38253,31,72,to,SRP SETTLEMENT PROPOSAL - PRIVILEGED AND CONFIDENTIAL FOR SETTLEM ENT DISCUSSIONS ONLY
28559,72541,201643,37102.38253,37102.38253,31,72,cc,SRP SETTLEMENT PROPOSAL - PRIVILEGED AND CONFIDENTIAL FOR SETTLEM ENT DISCUSSIONS ONLY
761,1478,201878,37102.47069,37102.47069,31,72,to,"FW: SRP SETTLEMENT PROPOSAL - PRIVILEGED AND CONFIDENTIAL FOR SETTLEM	ENT DISCUSSIONS ONLY"
761,675,201878,37102.47069,37102.47069,31,72,to,"FW: SRP SETTLEMENT PROPOSAL - PRIVILEGED AND CONFIDENTIAL FOR SETTLEM	ENT DISCUSSIONS ONLY"
761,717,201878,37102.47069,37102.47069,31,72,to,"FW: SRP SETTLEMENT PROPOSAL - PRIVILEGED AND CONFIDENTIAL FOR SETTLEM	ENT DISCUSSIONS ONLY"
761,757,201878,37102.47069,37102.47069,31,72,to,"FW: SRP SETTLEMENT PROPOSAL - PRIVILEGED AND CONFIDENTIAL FOR SETTLEM	ENT DISCUSSIONS ONLY"
761,680,201878,37102.47069,37102.47069,31,72,to,"FW: SRP SETTLEMENT PROPOSAL - PRIVILEGED AND CONFIDENTIAL FOR SETTLEM	ENT DISCUSSIONS ONLY"
5827,7958,8627,37103.24731,37103.24731,31,72,to,Davis' Energy Advisors Draw SEC Attention.htm
5827,4058,8627,37103.24731,37103.24731,31,72,to,Davis' Energy Advisors Draw SEC Attention.htm
761,765,200848,37103.33435,37103.33435,31,72,to,"FW: SRP SETTLEMENT PROPOSAL - PRIVILEGED AND CONFIDENTIAL FOR SETTLEM	ENT DISCUSSIONS ONLY"
1482,1454,176927,37105.32865,37105.32865,31,72,to,Recap of House Action Last Night on Energy Package
1482,817,176927,37105.32865,37105.32865,31,72,to,Recap of House Action Last Night on Energy Package
1482,818,176927,37105.32865,37105.32865,31,72,to,Recap of House Action Last Night on Energy Package
1482,347,176927,37105.32865,37105.32865,31,72,to,Recap of House Action Last Night on Energy Package
1482,1416,176927,37105.32865,37105.32865,31,72,to,Recap of House Action Last Night on Energy Package
1482,2038,176927,37105.32865,37105.32865,31,72,to,Recap of House Action Last Night on Energy Package
1482,181,176927,37105.32865,37105.32865,31,72,to,Recap of House Action Last Night on Energy Package
1482,813,176927,37105.32865,37105.32865,31,72,to,Recap of House Action Last Night on Energy Package
1482,800,176927,37105.32865,37105.32865,31,72,to,Recap of House Action Last Night on Energy Package
1482,1474,176927,37105.32865,37105.32865,31,72,to,Recap of House Action Last Night on Energy Package
1482,1406,176927,37105.32865,37105.32865,31,72,to,Recap of House Action Last Night on Energy Package
1482,1485,176927,37105.32865,37105.32865,31,72,to,Recap of House Action Last Night on Energy Package
1482,1480,176927,37105.32865,37105.32865,31,72,to,Recap of House Action Last Night on Energy Package
1482,33830,176927,37105.32865,37105.32865,31,72,to,Recap of House Action Last Night on Energy Package
1482,36,176927,37105.32865,37105.32865,31,72,to,Recap of House Action Last Night on Energy Package
1482,37,176927,37105.32865,37105.32865,31,72,to,Recap of House Action Last Night on Energy Package
1482,584,176927,37105.32865,37105.32865,31,72,to,Recap of House Action Last Night on Energy Package
28559,2402,201645,37105.37142,37105.37142,31,72,to,Errata to SRP Settlement Proposal - Privileged and Confidential F or Settlement Purposes Only
28559,12168,201645,37105.37142,37105.37142,31,72,to,Errata to SRP Settlement Proposal - Privileged and Confidential F or Settlement Purposes Only
800,1174,219062,37105.56354,37105.56354,31,72,to,California Refund Proceeding Privileged and Confidential Attorney Work Product Attorney-Client Communication
800,1460,219062,37105.56354,37105.56354,31,72,to,California Refund Proceeding Privileged and Confidential Attorney Work Product Attorney-Client Communication
800,347,219062,37105.56354,37105.56354,31,72,cc,California Refund Proceeding Privileged and Confidential Attorney Work Product Attorney-Client Communication
800,36,219062,37105.56354,37105.56354,31,72,cc,California Refund Proceeding Privileged and Confidential Attorney Work Product Attorney-Client Communication
800,818,219062,37105.56354,37105.56354,31,72,cc,California Refund Proceeding Privileged and Confidential Attorney Work Product Attorney-Client Communication
800,817,219062,37105.56354,37105.56354,31,72,cc,California Refund Proceeding Privileged and Confidential Attorney Work Product Attorney-Client Communication
1482,347,218918,37105.57652,37105.57652,31,72,to,RE: Update - Jeff Skilling Conference Call with John Q Anderson
1482,1516,218918,37105.57652,37105.57652,31,72,cc,RE: Update - Jeff Skilling Conference Call with John Q Anderson
1482,813,218918,37105.57652,37105.57652,31,72,cc,RE: Update - Jeff Skilling Conference Call with John Q Anderson
1482,1416,218918,37105.57652,37105.57652,31,72,cc,RE: Update - Jeff Skilling Conference Call with John Q Anderson
1482,1517,218918,37105.57652,37105.57652,31,72,cc,RE: Update - Jeff Skilling Conference Call with John Q Anderson
1482,966,218918,37105.57652,37105.57652,31,72,cc,RE: Update - Jeff Skilling Conference Call with John Q Anderson
1482,818,218918,37105.57652,37105.57652,31,72,cc,RE: Update - Jeff Skilling Conference Call with John Q Anderson
1482,817,218918,37105.57652,37105.57652,31,72,cc,RE: Update - Jeff Skilling Conference Call with John Q Anderson
1482,2309,218918,37105.57652,37105.57652,31,72,cc,RE: Update - Jeff Skilling Conference Call with John Q Anderson
1482,14935,218918,37105.57652,37105.57652,31,72,cc,RE: Update - Jeff Skilling Conference Call with John Q Anderson
1482,67,218918,37105.57652,37105.57652,31,72,cc,RE: Update - Jeff Skilling Conference Call with John Q Anderson
1482,66,218918,37105.57652,37105.57652,31,72,cc,RE: Update - Jeff Skilling Conference Call with John Q Anderson
800,9825,219061,37105.59462,37105.59462,31,72,to,California Refund Proceeding Privileged and Confidential Attorney Work Product Attorney-Client Communication
800,347,219061,37105.59462,37105.59462,31,72,cc,California Refund Proceeding Privileged and Confidential Attorney Work Product Attorney-Client Communication
800,1178,219061,37105.59462,37105.59462,31,72,cc,California Refund Proceeding Privileged and Confidential Attorney Work Product Attorney-Client Communication
1482,347,218912,37105.59762,37105.59762,31,72,to,RE: Update - Jeff Skilling Conference Call with John Q Anderson
1482,818,218912,37105.59762,37105.59762,31,72,cc,RE: Update - Jeff Skilling Conference Call with John Q Anderson
1482,813,218912,37105.59762,37105.59762,31,72,cc,RE: Update - Jeff Skilling Conference Call with John Q Anderson
1482,817,136545,37105.634,37105.634,31,72,to,Next NERC Reliability Meeting on Legislation -- August 9th
1482,347,136545,37105.634,37105.634,31,72,to,Next NERC Reliability Meeting on Legislation -- August 9th
1482,1516,136545,37105.634,37105.634,31,72,to,Next NERC Reliability Meeting on Legislation -- August 9th
1482,818,136545,37105.634,37105.634,31,72,cc,Next NERC Reliability Meeting on Legislation -- August 9th
1482,813,136545,37105.634,37105.634,31,72,cc,Next NERC Reliability Meeting on Legislation -- August 9th
1654,1654,54846,37106.45161,37106.45161,31,72,to,http://www.stanford.edu/~wolak/
1482,1516,136543,37106.464,37106.464,31,72,to,RE: Next NERC Reliability Meeting on Legislation -- August 9th
1482,817,136543,37106.464,37106.464,31,72,cc,RE: Next NERC Reliability Meeting on Legislation -- August 9th
1482,347,136543,37106.464,37106.464,31,72,cc,RE: Next NERC Reliability Meeting on Legislation -- August 9th
1482,818,136543,37106.464,37106.464,31,72,cc,RE: Next NERC Reliability Meeting on Legislation -- August 9th
1482,813,136543,37106.464,37106.464,31,72,cc,RE: Next NERC Reliability Meeting on Legislation -- August 9th
