source,target,messageid,messagedt,weekday,,time,recepttype,subject
1490,2201,175394,37005.30139,37005.30139,17,58,to,FW: Request for contribution
1490,3445,175394,37005.30139,37005.30139,17,58,cc,FW: Request for contribution
2238,4967,125769,37006.13611,37006.13611,17,58,to,Re: Energy Issues
2238,253,125769,37006.13611,37006.13611,17,58,cc,Re: Energy Issues
1490,1474,175380,37007.33958,37007.33958,17,58,to,Some Background on California Gas Price Spikes--The Other Side of the Story
1490,2280,175380,37007.33958,37007.33958,17,58,to,Some Background on California Gas Price Spikes--The Other Side of the Story
1490,4769,175380,37007.33958,37007.33958,17,58,cc,Some Background on California Gas Price Spikes--The Other Side of the Story
1490,818,175380,37007.33958,37007.33958,17,58,cc,Some Background on California Gas Price Spikes--The Other Side of the Story
1490,800,175380,37007.33958,37007.33958,17,58,cc,Some Background on California Gas Price Spikes--The Other Side of the Story
1490,1480,175380,37007.33958,37007.33958,17,58,cc,Some Background on California Gas Price Spikes--The Other Side of the Story
1490,3441,175379,37007.37153,37007.37153,17,58,to,FERC's Prospective Mitigation and Monitoring Plan for CA Wholesale Electric Markets
1490,28730,175375,37007.54653,37007.54653,17,58,to,call to Sen Kinder
1490,2229,175375,37007.54653,37007.54653,17,58,to,call to Sen Kinder
1490,817,175375,37007.54653,37007.54653,17,58,cc,call to Sen Kinder
1490,1489,175375,37007.54653,37007.54653,17,58,cc,call to Sen Kinder
1490,2201,175373,37007.55139,37007.55139,17,58,to,Re: Pension Reform Bill
1490,2157,175372,37007.56111,37007.56111,17,58,to,Re: Government Affairs Meeting
1490,1547,175371,37007.5625,37007.5625,17,58,to,Re: Opinion Elite Survey
1490,817,175371,37007.5625,37007.5625,17,58,cc,Re: Opinion Elite Survey
1490,818,175371,37007.5625,37007.5625,17,58,cc,Re: Opinion Elite Survey
1490,1180,175371,37007.5625,37007.5625,17,58,cc,Re: Opinion Elite Survey
1490,1474,175371,37007.5625,37007.5625,17,58,cc,Re: Opinion Elite Survey
3164,51309,122436,37008.36389,37008.36389,17,58,to,"Fwd: New York Times - Plan on California Energy Has No	Shortage of Critics"
3164,25663,122436,37008.36389,37008.36389,17,58,to,"Fwd: New York Times - Plan on California Energy Has No	Shortage of Critics"
3164,28522,122436,37008.36389,37008.36389,17,58,to,"Fwd: New York Times - Plan on California Energy Has No	Shortage of Critics"
3164,4001,122436,37008.36389,37008.36389,17,58,to,"Fwd: New York Times - Plan on California Energy Has No	Shortage of Critics"
3164,50477,122436,37008.36389,37008.36389,17,58,to,"Fwd: New York Times - Plan on California Energy Has No	Shortage of Critics"
3164,48381,122436,37008.36389,37008.36389,17,58,to,"Fwd: New York Times - Plan on California Energy Has No	Shortage of Critics"
3164,51260,122436,37008.36389,37008.36389,17,58,to,"Fwd: New York Times - Plan on California Energy Has No	Shortage of Critics"
3164,49683,122436,37008.36389,37008.36389,17,58,to,"Fwd: New York Times - Plan on California Energy Has No	Shortage of Critics"
3164,50081,122436,37008.36389,37008.36389,17,58,to,"Fwd: New York Times - Plan on California Energy Has No	Shortage of Critics"
3164,46814,122436,37008.36389,37008.36389,17,58,to,"Fwd: New York Times - Plan on California Energy Has No	Shortage of Critics"
3164,45145,122436,37008.36389,37008.36389,17,58,to,"Fwd: New York Times - Plan on California Energy Has No	Shortage of Critics"
3164,41601,122436,37008.36389,37008.36389,17,58,to,"Fwd: New York Times - Plan on California Energy Has No	Shortage of Critics"
3164,46859,122436,37008.36389,37008.36389,17,58,to,"Fwd: New York Times - Plan on California Energy Has No	Shortage of Critics"
3164,41598,122436,37008.36389,37008.36389,17,58,to,"Fwd: New York Times - Plan on California Energy Has No	Shortage of Critics"
3164,22636,122436,37008.36389,37008.36389,17,58,to,"Fwd: New York Times - Plan on California Energy Has No	Shortage of Critics"
3164,28525,122436,37008.36389,37008.36389,17,58,to,"Fwd: New York Times - Plan on California Energy Has No	Shortage of Critics"
3164,48207,122436,37008.36389,37008.36389,17,58,to,"Fwd: New York Times - Plan on California Energy Has No	Shortage of Critics"
1490,1480,175362,37009.18681,37009.18681,17,58,to,FERC comments
1490,800,175362,37009.18681,37009.18681,17,58,to,FERC comments
1490,818,175362,37009.18681,37009.18681,17,58,to,FERC comments
27753,29453,51107,37010.68889,37010.68889,17,58,to,NYTimes.com Article: The Real Wolf
