source,target,messageid,messagedt,weekday,,time,recepttype,subject
1490,2289,175788,36955.30764,36955.30764,10,51,to,Re: WeatherNet
1490,3450,175788,36955.30764,36955.30764,10,51,to,Re: WeatherNet
1490,2201,175788,36955.30764,36955.30764,10,51,cc,Re: WeatherNet
1490,2200,175788,36955.30764,36955.30764,10,51,cc,Re: WeatherNet
1490,1180,175788,36955.30764,36955.30764,10,51,cc,Re: WeatherNet
8303,23333,106296,36955.34931,36955.34931,10,51,to,TW Gas Sales: PRIVILEGED AND CONFIDENTIAL ATTORNEY CLIENT PRIVILEGE
8303,5480,106296,36955.34931,36955.34931,10,51,cc,TW Gas Sales: PRIVILEGED AND CONFIDENTIAL ATTORNEY CLIENT PRIVILEGE
8303,8308,106296,36955.34931,36955.34931,10,51,cc,TW Gas Sales: PRIVILEGED AND CONFIDENTIAL ATTORNEY CLIENT PRIVILEGE
8303,12134,106296,36955.34931,36955.34931,10,51,cc,TW Gas Sales: PRIVILEGED AND CONFIDENTIAL ATTORNEY CLIENT PRIVILEGE
8303,23333,106590,36955.80764,36955.80764,10,51,to,TW Gas Sales: PRIVILEGED AND CONFIDENTIAL ATTORNEY CLIENT PRIVILEGE
8303,5480,106590,36955.80764,36955.80764,10,51,cc,TW Gas Sales: PRIVILEGED AND CONFIDENTIAL ATTORNEY CLIENT PRIVILEGE
8303,8308,106590,36955.80764,36955.80764,10,51,cc,TW Gas Sales: PRIVILEGED AND CONFIDENTIAL ATTORNEY CLIENT PRIVILEGE
8303,12134,106590,36955.80764,36955.80764,10,51,cc,TW Gas Sales: PRIVILEGED AND CONFIDENTIAL ATTORNEY CLIENT PRIVILEGE
8303,43929,106298,36956.04097,36956.04097,10,51,to,TW Gas Sales: PRIVILEGED AND CONFIDENTIAL ATTORNEY CLIENT PRIVILEGE
8303,6011,106298,36956.04097,36956.04097,10,51,to,TW Gas Sales: PRIVILEGED AND CONFIDENTIAL ATTORNEY CLIENT PRIVILEGE
8303,23333,106298,36956.04097,36956.04097,10,51,cc,TW Gas Sales: PRIVILEGED AND CONFIDENTIAL ATTORNEY CLIENT PRIVILEGE
8303,43929,106588,36956.49931,36956.49931,10,51,to,TW Gas Sales: PRIVILEGED AND CONFIDENTIAL ATTORNEY CLIENT PRIVILEGE
8303,6011,106588,36956.49931,36956.49931,10,51,to,TW Gas Sales: PRIVILEGED AND CONFIDENTIAL ATTORNEY CLIENT PRIVILEGE
8303,23333,106588,36956.49931,36956.49931,10,51,cc,TW Gas Sales: PRIVILEGED AND CONFIDENTIAL ATTORNEY CLIENT PRIVILEGE
1490,2215,175774,36957.11319,36957.11319,10,51,to,Enron Mentions
1490,818,175774,36957.11319,36957.11319,10,51,cc,Enron Mentions
1490,4940,175773,36957.14167,36957.14167,10,51,to,Summary of $ at Risk for Customs
1490,8312,175773,36957.14167,36957.14167,10,51,to,Summary of $ at Risk for Customs
