source,target,messageid,messagedt,weekday,,time,recepttype,subject
1490,3495,174203,36766.01181,36766.01181,36,29,to,Re: Ken Lay meeting with Japanese Prime Minister
1490,3536,174203,36766.01181,36766.01181,36,29,cc,Re: Ken Lay meeting with Japanese Prime Minister
1490,5125,174203,36766.01181,36766.01181,36,29,cc,Re: Ken Lay meeting with Japanese Prime Minister
1490,5416,174203,36766.01181,36766.01181,36,29,cc,Re: Ken Lay meeting with Japanese Prime Minister
1490,3463,174203,36766.01181,36766.01181,36,29,cc,Re: Ken Lay meeting with Japanese Prime Minister
1490,9468,174206,36766.02431,36766.02431,36,29,to,Re: California Power Issues Database
1490,9468,174207,36766.025,36766.025,36,29,to,fyi
1490,9846,174208,36766.02708,36766.02708,36,29,to,Re: Advisory board meeting
1490,9468,174208,36766.02708,36766.02708,36,29,cc,Re: Advisory board meeting
1490,9468,174211,36766.07153,36766.07153,36,29,to,California Power Issues Database
4851,1490,174214,36766.27083,36766.27083,36,29,to,Industry News: Charges of Gouging as Power Costs Skyrocket
4851,1547,174214,36766.27083,36766.27083,36,29,to,Industry News: Charges of Gouging as Power Costs Skyrocket
4851,1180,174214,36766.27083,36766.27083,36,29,to,Industry News: Charges of Gouging as Power Costs Skyrocket
4851,817,174214,36766.27083,36766.27083,36,29,to,Industry News: Charges of Gouging as Power Costs Skyrocket
4851,1489,174214,36766.27083,36766.27083,36,29,to,Industry News: Charges of Gouging as Power Costs Skyrocket
4851,5118,174214,36766.27083,36766.27083,36,29,to,Industry News: Charges of Gouging as Power Costs Skyrocket
1490,817,174216,36766.33056,36766.33056,36,29,to,Re: EES Organizational Announcement
1490,65151,174220,36767.19306,36767.19306,36,29,to,Upcoming Advisory Council Meeting
1490,9846,174220,36767.19306,36767.19306,36,29,to,Upcoming Advisory Council Meeting
253,48347,114715,36767.38264,36767.38264,36,29,to,Re: FW: Possible co-sponsorships
253,48413,114715,36767.38264,36767.38264,36,29,cc,Re: FW: Possible co-sponsorships
