source,target,messageid,messagedt,weekday,,time,recepttype,subject
242,20517,230693,36836.05347,36836.05347,46,39,to,Re: Privileged and Confidential communication to my attorneys
17095,9825,116987,36837.43194,36837.43194,46,39,to,Important - CPUC Motion - Confidential Attorney Client Privilege and Work Product
17095,801,116987,36837.43194,36837.43194,46,39,to,Important - CPUC Motion - Confidential Attorney Client Privilege and Work Product
17095,9244,116987,36837.43194,36837.43194,46,39,to,Important - CPUC Motion - Confidential Attorney Client Privilege and Work Product
17095,1489,116987,36837.43194,36837.43194,46,39,to,Important - CPUC Motion - Confidential Attorney Client Privilege and Work Product
17095,206,116987,36837.43194,36837.43194,46,39,to,Important - CPUC Motion - Confidential Attorney Client Privilege and Work Product
17095,253,116987,36837.43194,36837.43194,46,39,to,Important - CPUC Motion - Confidential Attorney Client Privilege and Work Product
17095,28525,116987,36837.43194,36837.43194,46,39,to,Important - CPUC Motion - Confidential Attorney Client Privilege and Work Product
17095,4001,116987,36837.43194,36837.43194,46,39,to,Important - CPUC Motion - Confidential Attorney Client Privilege and Work Product
17095,3164,116987,36837.43194,36837.43194,46,39,to,Important - CPUC Motion - Confidential Attorney Client Privilege and Work Product
17095,36,116987,36837.43194,36837.43194,46,39,to,Important - CPUC Motion - Confidential Attorney Client Privilege and Work Product
17095,813,116987,36837.43194,36837.43194,46,39,to,Important - CPUC Motion - Confidential Attorney Client Privilege and Work Product
17095,37,116987,36837.43194,36837.43194,46,39,cc,Important - CPUC Motion - Confidential Attorney Client Privilege and Work Product
17095,166,116987,36837.43194,36837.43194,46,39,cc,Important - CPUC Motion - Confidential Attorney Client Privilege and Work Product
4001,17095,116988,36837.46389,36837.46389,46,39,to,RE: Important - CPUC Motion - Confidential Attorney Client Privil ege and Work Product
4001,9825,116988,36837.46389,36837.46389,46,39,to,RE: Important - CPUC Motion - Confidential Attorney Client Privil ege and Work Product
4001,48422,116988,36837.46389,36837.46389,46,39,to,RE: Important - CPUC Motion - Confidential Attorney Client Privil ege and Work Product
4001,29416,116988,36837.46389,36837.46389,46,39,to,RE: Important - CPUC Motion - Confidential Attorney Client Privil ege and Work Product
4001,48421,116988,36837.46389,36837.46389,46,39,to,RE: Important - CPUC Motion - Confidential Attorney Client Privil ege and Work Product
4001,206,116988,36837.46389,36837.46389,46,39,to,RE: Important - CPUC Motion - Confidential Attorney Client Privil ege and Work Product
