source,target,messageid,messagedt,weekday,,time,recepttype,subject
1490,2217,175851,36950.26042,36950.26042,9,50,to,Most of West in the Same Power Jam as California
1490,2315,175852,36950.26042,36950.26042,9,50,to,US Visit for GoodCorporation
1490,4134,175850,36950.2625,36950.2625,9,50,to,Re:
1490,2217,175849,36950.26319,36950.26319,9,50,to,Energy Issues
1490,2217,176775,36950.26319,36950.26319,9,50,to,Energy Issues
1490,2217,176800,36950.26319,36950.26319,9,50,to,Energy Issues
1490,2217,177183,36950.26319,36950.26319,9,50,to,Energy Issues
1490,2217,177211,36950.26319,36950.26319,9,50,to,Energy Issues
1490,2217,175847,36950.26597,36950.26597,9,50,to,CA Supply Realities
1490,5377,175846,36950.26875,36950.26875,9,50,to,Nigeria Contract support
1490,4664,175846,36950.26875,36950.26875,9,50,cc,Nigeria Contract support
1490,2217,175845,36950.27708,36950.27708,9,50,to,FW: Your advice on Saybrook Letter
1490,2217,175844,36950.27778,36950.27778,9,50,to,Legislative Status Report Week Ending 2/23
1490,2217,175843,36950.27847,36950.27847,9,50,to,"CA Legislative Analyst's Take on Governor's ""Solution"""
1490,2217,175842,36950.27917,36950.27917,9,50,to,CA Legislative Summary
1490,2217,175839,36950.28472,36950.28472,9,50,to,SB 27x meeting
1490,2217,175838,36950.28542,36950.28542,9,50,to,SBX 6 / SBX 33
1490,2217,175836,36950.28681,36950.28681,9,50,to,Memo Re State Processes for Takeover of Transmission
1497,30584,49738,36950.57847,36950.57847,9,50,to,Confidential Information and Securities Trading
1497,29453,49738,36950.57847,36950.57847,9,50,to,Confidential Information and Securities Trading
1497,45218,109359,36950.57847,36950.57847,9,50,to,Confidential Information and Securities Trading
1497,3111,109359,36950.57847,36950.57847,9,50,to,Confidential Information and Securities Trading
1497,57550,145746,36950.57986,36950.57986,9,50,to,Confidential Information and Securities Trading
1497,3113,145746,36950.57986,36950.57986,9,50,to,Confidential Information and Securities Trading
1497,58526,152088,36950.57986,36950.57986,9,50,to,Confidential Information and Securities Trading
1497,19925,152088,36950.57986,36950.57986,9,50,to,Confidential Information and Securities Trading
1497,67988,187593,36950.57986,36950.57986,9,50,to,Confidential Information and Securities Trading
1497,288,187593,36950.57986,36950.57986,9,50,to,Confidential Information and Securities Trading
1978,4135,152701,36951.00625,36951.00625,9,50,to,FW: Confidential Information and Securities Trading
29594,29453,55205,36951.27014,36951.27014,9,50,to,possible RTP conference
1490,1474,175819,36952.10556,36952.10556,9,50,to,Energy Issues
1490,1474,176773,36952.10556,36952.10556,9,50,to,Energy Issues
1490,1474,176802,36952.10556,36952.10556,9,50,to,Energy Issues
1490,1474,177182,36952.10556,36952.10556,9,50,to,Energy Issues
1490,1474,177213,36952.10556,36952.10556,9,50,to,Energy Issues
1490,181,120289,36952.18264,36952.18264,9,50,to,California Power Markets
1490,801,120289,36952.18264,36952.18264,9,50,to,California Power Markets
1490,8546,120289,36952.18264,36952.18264,9,50,to,California Power Markets
1490,253,120289,36952.18264,36952.18264,9,50,to,California Power Markets
1490,1489,120289,36952.18264,36952.18264,9,50,to,California Power Markets
1490,817,120289,36952.18264,36952.18264,9,50,to,California Power Markets
1490,818,120289,36952.18264,36952.18264,9,50,to,California Power Markets
1490,1474,120289,36952.18264,36952.18264,9,50,to,California Power Markets
1490,17678,175813,36952.18472,36952.18472,9,50,to,Re: California Power Markets
1490,3536,175811,36952.19028,36952.19028,9,50,to,PG&E Credit Exposure
1490,3138,175809,36952.19236,36952.19236,9,50,to,Enron Opportunity
1490,5074,175808,36952.19444,36952.19444,9,50,to,FREETRIAL - Enron Corporation News Alert: KEANSTEVEN_J_ENRON_COPORATIONS 9 new stories.
1490,2315,175807,36952.20417,36952.20417,9,50,to,Re: External Advisory Council
1490,818,175806,36952.20903,36952.20903,9,50,to,Re: Senator Feinstein
1490,1463,175806,36952.20903,36952.20903,9,50,cc,Re: Senator Feinstein
1490,65258,175804,36952.21944,36952.21944,9,50,to,RE: Dates for Emerson Meeting
1490,1180,175796,36954.97847,36954.97847,9,50,to,FREETRIAL - Enron Corporation News Alert: KEANSTEVEN_J_ENRON_COPORATIONS 1 new stories.
1490,5074,175796,36954.97847,36954.97847,9,50,to,FREETRIAL - Enron Corporation News Alert: KEANSTEVEN_J_ENRON_COPORATIONS 1 new stories.
1490,28730,175795,36954.99861,36954.99861,9,50,to,Re: Western Governors update
