source,target,messageid,messagedt,weekday,,time,recepttype,subject
1490,5827,176514,37089.27917,37089.27917,29,70,to,Re: Public Policy Contacts for California
801,3152,125203,37089.34861,37089.34861,29,70,to,NWE Proposed Language to ABX2 82 -- Need to know if we support these --CONFIDENTIAL -- LEGISLATIVE STRATEGY
801,28782,125203,37089.34861,37089.34861,29,70,to,NWE Proposed Language to ABX2 82 -- Need to know if we support these --CONFIDENTIAL -- LEGISLATIVE STRATEGY
801,2222,125203,37089.34861,37089.34861,29,70,to,NWE Proposed Language to ABX2 82 -- Need to know if we support these --CONFIDENTIAL -- LEGISLATIVE STRATEGY
801,1489,125203,37089.34861,37089.34861,29,70,to,NWE Proposed Language to ABX2 82 -- Need to know if we support these --CONFIDENTIAL -- LEGISLATIVE STRATEGY
801,34203,125203,37089.34861,37089.34861,29,70,cc,NWE Proposed Language to ABX2 82 -- Need to know if we support these --CONFIDENTIAL -- LEGISLATIVE STRATEGY
801,253,125203,37089.34861,37089.34861,29,70,cc,NWE Proposed Language to ABX2 82 -- Need to know if we support these --CONFIDENTIAL -- LEGISLATIVE STRATEGY
8437,4058,9085,37089.67309,37089.67309,29,70,to,Tom DeLay CA Aug Dinner & Golf event
8437,4104,9085,37089.67309,37089.67309,29,70,cc,Tom DeLay CA Aug Dinner & Golf event
1490,65464,177806,37089.78542,37089.78542,29,70,to,"Re: FERC course on for Thurs, July 26, 1-4 p.m."
1490,817,177806,37089.78542,37089.78542,29,70,cc,"Re: FERC course on for Thurs, July 26, 1-4 p.m."
1490,1489,177806,37089.78542,37089.78542,29,70,cc,"Re: FERC course on for Thurs, July 26, 1-4 p.m."
1490,701,176509,37090.01181,37090.01181,29,70,to,California Update--0717.01
1490,1477,176509,37090.01181,37090.01181,29,70,to,California Update--0717.01
1490,293,176509,37090.01181,37090.01181,29,70,to,California Update--0717.01
1490,9244,176509,37090.01181,37090.01181,29,70,to,California Update--0717.01
1490,4135,176509,37090.01181,37090.01181,29,70,to,California Update--0717.01
1490,2318,176509,37090.01181,37090.01181,29,70,to,California Update--0717.01
1490,4058,176509,37090.01181,37090.01181,29,70,to,California Update--0717.01
1490,3441,176509,37090.01181,37090.01181,29,70,to,California Update--0717.01
1490,34203,176507,37090.02431,37090.02431,29,70,to,Re: Senator Dunn Hearing
1490,701,9083,37090.22081,37090.22081,29,70,to,California Update--0717.01
1490,1477,9083,37090.22081,37090.22081,29,70,to,California Update--0717.01
1490,293,9083,37090.22081,37090.22081,29,70,to,California Update--0717.01
1490,1174,9083,37090.22081,37090.22081,29,70,to,California Update--0717.01
1490,275,9083,37090.22081,37090.22081,29,70,to,California Update--0717.01
1490,2318,9083,37090.22081,37090.22081,29,70,to,California Update--0717.01
1490,4058,9083,37090.22081,37090.22081,29,70,to,California Update--0717.01
1490,3441,9083,37090.22081,37090.22081,29,70,to,California Update--0717.01
1490,701,177804,37090.42847,37090.42847,29,70,to,California Update--0717.01
1490,1477,177804,37090.42847,37090.42847,29,70,to,California Update--0717.01
1490,293,177804,37090.42847,37090.42847,29,70,to,California Update--0717.01
1490,9244,177804,37090.42847,37090.42847,29,70,to,California Update--0717.01
1490,4135,177804,37090.42847,37090.42847,29,70,to,California Update--0717.01
1490,2318,177804,37090.42847,37090.42847,29,70,to,California Update--0717.01
1490,4058,177804,37090.42847,37090.42847,29,70,to,California Update--0717.01
1490,3441,177804,37090.42847,37090.42847,29,70,to,California Update--0717.01
1490,34203,177802,37090.44097,37090.44097,29,70,to,Re: Senator Dunn Hearing
1490,13402,178056,37090.44236,37090.44236,29,70,to,"FW: 512374 Kelso, M (krs)"
1490,253,125272,37091.06736,37091.06736,29,70,to,Re: California Update 07.18.01
1490,4130,176499,37091.06736,37091.06736,29,70,to,FW: 18/7 - 7:00 p.m. - Update: Emergency
1482,1490,136275,37091.23819,37091.23819,29,70,to,House Energy Committee Passes First Energy Package
1482,817,136275,37091.23819,37091.23819,29,70,to,House Energy Committee Passes First Energy Package
1482,1489,136275,37091.23819,37091.23819,29,70,to,House Energy Committee Passes First Energy Package
1482,818,136275,37091.23819,37091.23819,29,70,to,House Energy Committee Passes First Energy Package
