source,target,messageid,messagedt,weekday,,time,recepttype,subject
1490,2157,173977,36745.03819,36745.03819,33,26,to,Monthly Billing - Detail Class 845 / s100061.xls
1490,817,173978,36745.03958,36745.03958,33,26,to,TX Legislative Materials
1490,28730,173992,36746.06389,36746.06389,33,26,to,Re: executives
1490,9826,173993,36746.06875,36746.06875,33,26,to,interim emergency approaches.DOC--sent on behalf of Adam Wenner
1490,813,173993,36746.06875,36746.06875,33,26,cc,interim emergency approaches.DOC--sent on behalf of Adam Wenner
1490,49296,173998,36746.24583,36746.24583,33,26,to,More great press!
1490,817,173998,36746.24583,36746.24583,33,26,cc,More great press!
1490,4638,174002,36746.98264,36746.98264,33,26,to,Media Alert: Arbitration with Reliance and ONGC
1490,7668,174002,36746.98264,36746.98264,33,26,to,Media Alert: Arbitration with Reliance and ONGC
1489,253,174008,36747.28125,36747.28125,33,26,to,California Public Affairs Strategy
1489,801,174008,36747.28125,36747.28125,33,26,to,California Public Affairs Strategy
1489,1180,174008,36747.28125,36747.28125,33,26,to,California Public Affairs Strategy
1489,8546,174008,36747.28125,36747.28125,33,26,to,California Public Affairs Strategy
1489,17095,174008,36747.28125,36747.28125,33,26,to,California Public Affairs Strategy
1489,181,174008,36747.28125,36747.28125,33,26,to,California Public Affairs Strategy
1489,28654,174008,36747.28125,36747.28125,33,26,to,California Public Affairs Strategy
1489,817,174008,36747.28125,36747.28125,33,26,to,California Public Affairs Strategy
1489,4851,174008,36747.28125,36747.28125,33,26,to,California Public Affairs Strategy
1489,1547,174008,36747.28125,36747.28125,33,26,to,California Public Affairs Strategy
1489,1490,174008,36747.28125,36747.28125,33,26,to,California Public Affairs Strategy
1490,65101,174011,36747.32222,36747.32222,33,26,to,Report on Calif. Electricity Price Spikes by CPUC and EOB
1490,1463,174012,36747.32986,36747.32986,33,26,to,California Update
242,20279,230575,36748.70833,36748.70833,33,26,to,Re: Priviliged and Confidential communication to my attorney Re: Henry Bath LA
242,19677,230575,36748.70833,36748.70833,33,26,cc,Re: Priviliged and Confidential communication to my attorney Re: Henry Bath LA
48098,48346,125706,36748.79097,36748.79097,33,26,to,WPTF Friday Deliver Unto Us A Burrito
48098,48346,255636,36749.08264,36749.08264,33,26,to,WPTF Friday Deliver Unto Us A Burrito
