source,target,messageid,messagedt,weekday,,time,recepttype,subject
1482,817,137624,37179.52988,37179.52988,42,83,to,FW: Michael Travieso's testimony
1482,347,137624,37179.52988,37179.52988,42,83,to,FW: Michael Travieso's testimony
1482,2209,137624,37179.52988,37179.52988,42,83,to,FW: Michael Travieso's testimony
1482,2326,137624,37179.52988,37179.52988,42,83,to,FW: Michael Travieso's testimony
1482,2239,137624,37179.52988,37179.52988,42,83,to,FW: Michael Travieso's testimony
1482,2038,137624,37179.52988,37179.52988,42,83,to,FW: Michael Travieso's testimony
1482,2037,137624,37179.52988,37179.52988,42,83,to,FW: Michael Travieso's testimony
1482,803,137624,37179.52988,37179.52988,42,83,to,FW: Michael Travieso's testimony
1482,812,137624,37179.52988,37179.52988,42,83,to,FW: Michael Travieso's testimony
1482,818,137624,37179.52988,37179.52988,42,83,cc,FW: Michael Travieso's testimony
1482,2310,137624,37179.52988,37179.52988,42,83,cc,FW: Michael Travieso's testimony
1482,33830,137624,37179.52988,37179.52988,42,83,cc,FW: Michael Travieso's testimony
1482,813,137624,37179.52988,37179.52988,42,83,cc,FW: Michael Travieso's testimony
43960,6843,226952,37180.68405,37180.68405,42,83,to,FW: Confidential - PAA - HW & TD
1482,817,137619,37181.37748,37181.37748,42,83,to,RTO Legal Question
1482,347,137619,37181.37748,37181.37748,42,83,to,RTO Legal Question
1482,812,137619,37181.37748,37181.37748,42,83,to,RTO Legal Question
1482,813,137619,37181.37748,37181.37748,42,83,to,RTO Legal Question
1482,818,137619,37181.37748,37181.37748,42,83,to,RTO Legal Question
37926,538,81420,37182.25331,37182.25331,42,83,to,Confidential SNAP Special Report
37926,584,81420,37182.25331,37182.25331,42,83,cc,Confidential SNAP Special Report
37926,37927,81420,37182.25331,37182.25331,42,83,cc,Confidential SNAP Special Report
1482,817,137618,37182.3328,37182.3328,42,83,to,EPSA Meeting Today On Barton RTO Draft
1482,347,137618,37182.3328,37182.3328,42,83,to,EPSA Meeting Today On Barton RTO Draft
1482,812,137618,37182.3328,37182.3328,42,83,to,EPSA Meeting Today On Barton RTO Draft
1482,2209,137618,37182.3328,37182.3328,42,83,to,EPSA Meeting Today On Barton RTO Draft
1482,2326,137618,37182.3328,37182.3328,42,83,to,EPSA Meeting Today On Barton RTO Draft
1482,818,137618,37182.3328,37182.3328,42,83,cc,EPSA Meeting Today On Barton RTO Draft
1482,813,137618,37182.3328,37182.3328,42,83,cc,EPSA Meeting Today On Barton RTO Draft
1482,812,136952,37182.59304,37182.59304,42,83,to,RE: Southern Co.'s Testimony
1482,817,136952,37182.59304,37182.59304,42,83,to,RE: Southern Co.'s Testimony
1482,347,136952,37182.59304,37182.59304,42,83,to,RE: Southern Co.'s Testimony
1482,818,136952,37182.59304,37182.59304,42,83,cc,RE: Southern Co.'s Testimony
1482,813,136952,37182.59304,37182.59304,42,83,cc,RE: Southern Co.'s Testimony
1482,817,136411,37183.54494,37183.54494,42,83,to,EPSA Meeting On RTO Legislation
1482,347,136411,37183.54494,37183.54494,42,83,to,EPSA Meeting On RTO Legislation
1482,812,136411,37183.54494,37183.54494,42,83,to,EPSA Meeting On RTO Legislation
1482,818,136411,37183.54494,37183.54494,42,83,cc,EPSA Meeting On RTO Legislation
1482,813,136411,37183.54494,37183.54494,42,83,cc,EPSA Meeting On RTO Legislation
31843,1654,52167,37183.60273,37183.60273,42,83,to,
1654,554,54526,37183.60755,37183.60755,42,83,to,FW:
1654,29461,54526,37183.60755,37183.60755,42,83,cc,FW:
1654,29461,54527,37183.61369,37183.61369,42,83,to,FW:
554,1654,52170,37183.65038,37183.65038,42,83,to,Comments of Wolak
1654,29461,54531,37183.66392,37183.66392,42,83,to,Fw: Comments of Wolak
